Jahr;Monat;Destination;Destination_tx;Kt;Bettenmonat;Ankuenfte;Logiernaechte;AKAL;LNAL;Betriebe;Betten;Zimmer;Zimmernächte;AKSchweiz;AKBaltischeStaaten;AKDeutschland;AKFrankreich;AKItalien;AKÖsterreich;AKVereinigtesKönigreich;AKIrland;AKNiederlande;AKBelgien;AKLuxemburg;AKDänemark;AKSchweden;AKNorwegen;AKFinnland;AKSpanien;AKPortugal;AKGriechenland;AKTürkei;AKÜbrigesEuropa;AKLiechtenstein;AKIsland;AKPolen;AKUngarn;AKBelarus;AKBulgarien;AKChile;AKVereinigteStaaten;AKKanada;AKBrasilien;AKArgentinien;AKZentralamerika.Karibik;AKÜbrigesSüdamerika;AKÄgypten;AKÜbrigesNordafrika;AKSüdafrika;AKÜbrigesAfrika;AKIsrael;AKIndien;AKIran;AKJapan;AKÜbrigesSüd_2undOstasien;AKAustralien.Neuseeland.Ozeanien;AKChina;AKGolfStaaten;AKHongkong;AKIndonesien;AKSüdkorea;AKMalaysia;AKPhilippinen;AKSingapur;AKTaiwan;AKThailand;AKÜbrigesWestasien;AKSerbien.Montenegro;AKKroatien;AKRumänien;AKRussland;AKSlowakei;AKSlowenien;AKTschechien;AKUkraine;AKMalta;AKZypern;AKAustralien;AKNeuseeland.Ozeanien;AKEstland;AKLettland;AKLitauen;AKSerbien;AKMexiko;AKÜbrigesZentralamerika.Karibik;AKBahrain;AKKatar;AKKuwait;AKOman;AKSaudi_1Arabien;AKVereinigteArabischeEmirate;LNSchweiz;LNBaltischeStaaten;LNDeutschland;LNFrankreich;LNItalien;LNÖsterreich;LNVereinigtesKönigreich;LNIrland;LNNiederlande;LNBelgien;LNLuxemburg;LNDänemark;LNSchweden;LNNorwegen;LNFinnland;LNSpanien;LNPortugal;LNGriechenland;LNTürkei;LNÜbrigesEuropa;LNLiechtenstein;LNIsland;LNPolen;LNUngarn;LNBelarus;LNBulgarien;LNChile;LNVereinigteStaaten;LNKanada;LNBrasilien;LNArgentinien;LNZentralamerika.Karibik;LNÜbrigesSüdamerika;LNÄgypten;LNÜbrigesNordafrika;LNSüdafrika;LNÜbrigesAfrika;LNIsrael;LNIndien;LNIran;LNJapan;LNÜbrigesSüd_2undOstasien;LNAustralien.Neuseeland.Ozeanien;LNChina;LNGolf-Staaten;LNHongkong;LNIndonesien;LNSüdkorea;LNMalaysia;LNPhilippinen;LNSingapur;LNTaiwan;LNThailand;LNÜbrigesWestasien;LNSerbien.Montenegro;LNKroatien;LNRumänien;LNRussland;LNSlowakei;LNSlowenien;LNTschechien;LNUkraine;LNMalta;LNZypern;LNAustralien;LNNeuseeland.Ozeanien;LNEstland;LNLettland;LNLitauen;LNSerbien;LNMexiko;LNÜbrigesZentralamerika.Karibik;LNBahrain;LNKatar;LNKuwait;LNOman;LNSaudi_1Arabien;LNVereinigteArabischeEmirate;SummeAK;SummeLN
2010;2;4;Zürichsee;17;21980;2158;5376;1025;2346;32;785;449;4122;1133;0;492;52;35;34;50;8;55;27;15;10;12;9;5;15;12;0;6;2;2;0;6;7;0;0;1;54;11;6;0;1;4;8;9;4;0;3;10;0;5;7;0;7;2;0;0;4;2;0;1;2;0;1;0;0;0;7;0;3;6;7;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;3030;0;877;111;60;65;118;23;97;37;30;29;36;33;15;37;29;0;25;20;2;0;10;7;0;0;1;204;49;85;0;1;34;32;19;14;0;9;29;0;18;24;0;19;15;0;0;36;4;0;5;5;0;7;0;0;0;25;0;5;20;10;0;0;10;0;0;0;0;5;0;0;0;0;0;0;0;0;2158;5376
2010;2;0;Rest Schweiz;20;102032;9036;21538;3531;7972;132;3644;2067;16352;5505;0;2238;140;193;194;65;6;119;34;14;30;25;18;9;43;12;11;8;21;6;0;20;13;17;9;0;74;20;3;1;1;10;0;0;1;11;3;9;0;6;2;0;8;6;4;3;3;0;0;3;1;0;0;0;9;10;6;7;7;39;25;1;0;10;1;0;0;0;2;0;0;0;0;0;0;0;0;13566;0;4425;281;361;423;170;11;222;56;23;63;44;33;16;101;20;19;47;28;18;0;122;26;27;16;0;281;71;11;1;5;12;0;13;18;11;3;16;0;17;12;0;78;8;22;19;24;0;0;6;9;0;0;0;90;86;59;49;20;349;77;6;0;26;7;0;0;0;14;0;0;0;0;0;0;0;0;9036;21538
2010;2;0;Rest Schweiz;99;6985496;1056106;3062132;561210;1693425;4743;249482;129515;1832755;494896;0;147498;61065;35787;10047;63693;2560;36863;22920;5873;5222;8467;4601;3645;11155;3339;2718;2935;4582;707;342;3971;1511;492;901;260;27736;4763;3947;571;1533;938;755;1376;1212;2672;3447;2950;0;6798;2061;0;16546;4458;3103;348;3783;1033;249;1992;1646;1051;1156;0;663;1849;10328;719;681;2197;1458;238;232;2973;738;676;271;234;675;0;0;0;0;0;0;0;0;1368707;0;466009;165892;85274;24948;212152;6527;145247;99797;25687;16601;24204;14586;11027;25662;9097;7590;9038;12303;1813;1023;14578;4156;2627;3007;622;73245;12753;11345;1724;4967;2588;2452;3831;3771;7962;9933;7965;0;14080;5265;0;21935;16044;5446;963;5725;2317;756;4440;2441;2369;3609;0;2103;6186;35224;2383;1781;6698;4408;846;716;8158;1794;2200;859;920;1756;0;0;0;0;0;0;0;0;1056106;3062132
2010;2;1;Heidiland;99;11620;1389;2882;646;1258;14;415;214;2032;743;0;518;10;10;9;3;0;18;1;8;23;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;6;11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;6;0;5;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1624;0;1086;28;13;17;5;0;21;1;10;23;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;7;11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;4;6;0;6;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1389;2882
2010;2;4;Zürichsee;99;116844;18027;34807;8039;17732;111;4173;2458;25945;9988;0;3869;425;572;461;544;21;396;248;91;43;64;15;20;75;29;25;32;110;17;0;41;42;0;24;5;204;29;25;3;16;11;2;0;11;8;36;15;0;21;6;0;163;19;12;0;7;3;0;4;7;7;14;0;21;21;52;20;5;36;10;0;6;9;14;3;1;14;35;0;0;0;0;0;0;0;0;17075;0;8366;907;1103;957;1443;89;669;351;119;112;89;26;44;186;55;46;54;203;22;0;110;130;0;45;6;687;125;72;29;64;27;8;7;51;19;75;85;0;57;10;0;352;53;36;0;16;5;0;22;21;30;37;0;115;48;103;66;17;126;54;0;23;27;42;11;6;19;55;0;0;0;0;0;0;0;0;18027;34807
2010;3;0;Rest Schweiz;8;58683;4911;12062;748;2405;63;1893;891;7550;4163;0;419;23;51;45;74;4;22;3;5;4;0;0;2;7;19;1;5;0;0;0;9;1;4;0;0;20;1;1;5;0;0;0;0;2;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;9657;0;1212;55;142;189;352;17;84;6;17;15;25;0;2;21;24;2;7;0;0;0;45;4;28;0;0;97;4;1;10;0;0;0;0;3;0;3;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;5;20;3;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4911;12062
2010;3;0;Rest Schweiz;14;38936;4603;8021;2544;4869;36;1256;657;6105;2059;0;1000;120;116;71;324;10;151;58;2;13;25;33;19;48;10;14;12;9;5;0;44;14;0;0;0;183;19;10;5;7;0;3;0;8;4;20;15;0;20;2;0;26;3;8;3;1;2;0;13;3;3;1;0;4;3;43;1;0;17;1;0;0;12;1;0;2;1;2;0;0;0;0;0;0;0;0;3152;0;1627;222;194;139;595;24;254;104;8;25;55;67;20;91;11;16;20;9;9;0;94;21;0;0;0;566;54;31;33;13;0;14;0;17;24;29;52;0;53;14;0;86;12;10;21;3;3;0;38;13;16;2;0;4;7;80;2;0;30;2;0;0;29;1;0;2;1;2;0;0;0;0;0;0;0;0;4603;8021
2010;3;0;Rest Schweiz;15;58218;4002;9682;1094;2613;72;1878;1074;6738;2908;0;748;26;33;54;24;2;21;14;1;3;5;2;0;12;2;4;2;0;5;0;7;1;0;1;0;37;4;0;1;0;0;0;0;0;1;2;0;0;6;2;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;8;1;1;42;7;0;0;2;0;0;0;3;4;0;0;0;0;0;0;0;0;7069;0;1608;72;85;120;48;6;51;18;1;5;11;7;0;26;2;13;3;0;35;0;89;2;0;3;0;202;16;0;3;0;0;0;12;0;1;6;0;0;13;3;0;2;0;0;0;3;0;0;0;0;0;0;0;3;0;8;2;12;59;11;0;0;36;0;0;0;3;13;0;0;0;0;0;0;0;0;4002;9682
2010;3;0;Rest Schweiz;16;75144;2052;5812;203;509;49;2424;683;3654;1849;0;122;10;6;3;12;0;0;3;0;1;0;0;0;5;0;0;0;10;5;0;0;3;0;0;0;13;3;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5303;0;290;28;19;5;36;0;0;5;0;2;0;0;0;7;0;0;0;55;5;0;0;5;0;0;0;36;4;4;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2052;5812
2010;3;0;Rest Schweiz;17;23343;2624;5945;1374;3370;31;753;438;4585;1250;0;762;66;56;132;29;1;34;10;3;14;6;2;0;30;1;4;5;3;19;0;3;7;0;2;1;37;4;1;5;19;0;6;0;2;3;2;12;0;10;1;0;10;5;0;0;4;1;0;5;3;0;0;0;5;3;9;3;8;21;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2575;0;1774;125;122;256;64;1;54;14;4;19;20;3;0;44;2;10;37;3;26;0;5;66;3;2;5;157;15;2;28;52;0;19;0;2;3;4;128;0;36;3;0;71;10;0;0;12;26;0;18;3;0;0;0;5;3;29;10;13;45;0;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;2624;5945
2010;3;1;Heidiland;17;129177;13561;37143;4084;13428;82;4167;1907;22303;9477;0;2777;91;117;115;126;4;241;41;12;20;31;4;7;22;15;2;7;16;32;1;13;4;0;0;0;59;21;4;0;2;0;2;0;3;0;45;1;0;4;9;0;22;8;0;1;2;1;0;2;4;3;3;0;3;3;122;2;10;22;14;0;0;9;0;2;0;0;3;0;0;0;0;0;0;0;0;23715;0;8638;241;321;382;405;16;1149;108;37;48;107;6;15;97;17;2;11;56;72;4;46;8;0;0;0;168;23;6;0;5;0;4;0;6;0;117;2;0;11;23;0;50;124;0;2;2;2;0;2;30;7;6;0;10;4;849;2;23;60;87;0;0;11;0;2;0;0;4;0;0;0;0;0;0;0;0;13561;37143
2010;3;2;St.Gallen-Bodensee;17;95046;14275;24447;5907;11472;87;3066;1795;19211;8368;0;3296;257;319;340;232;18;108;71;7;46;69;47;20;56;17;19;31;75;4;9;57;26;0;8;0;203;47;12;1;6;1;0;7;8;53;25;15;0;28;3;0;32;11;6;0;12;4;0;8;5;1;5;0;9;20;54;14;18;54;15;7;24;28;9;6;3;4;17;0;0;0;0;0;0;0;0;12975;0;6196;443;558;687;408;23;179;109;19;99;133;95;28;123;39;35;64;117;4;18;91;117;0;14;0;390;116;23;12;19;5;0;10;35;106;39;19;0;65;4;0;133;25;22;0;75;18;0;76;11;2;12;0;16;74;141;14;27;106;54;13;36;78;17;52;3;6;19;0;0;0;0;0;0;0;0;14275;24447
2010;3;3;Toggenburg;17;61380;4951;12572;896;3006;59;1980;1004;7898;4055;0;703;46;32;16;12;0;16;4;6;0;0;0;5;3;0;0;2;2;2;0;0;1;0;0;0;18;1;0;0;1;0;0;0;0;0;1;2;0;4;10;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9566;0;2499;100;76;32;44;0;61;26;26;0;0;0;5;8;0;0;2;11;8;0;0;3;0;0;0;34;2;0;0;2;0;0;0;0;0;19;4;0;7;16;0;1;2;0;0;2;0;0;0;0;0;5;0;0;0;1;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4951;12572
2010;3;4;Zürichsee;17;24335;2532;5148;1272;2533;32;785;449;4265;1260;0;596;68;54;72;75;3;59;32;3;11;34;4;6;20;6;5;9;10;3;1;10;8;0;1;1;53;11;1;2;2;1;4;2;4;0;16;5;0;6;0;0;21;5;1;0;1;0;0;3;0;1;2;0;1;3;8;8;3;8;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2615;0;991;133;79;112;158;4;113;39;10;18;47;7;19;30;17;14;14;29;3;1;17;16;0;1;3;202;51;23;2;10;6;4;24;8;0;51;67;0;18;0;0;54;14;1;0;4;11;0;12;0;3;3;0;3;14;13;20;7;14;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2532;5148
2010;3;0;Rest Schweiz;20;112871;12188;27663;4676;10161;132;3641;2071;21284;7512;0;2898;249;252;235;113;7;134;67;23;20;42;40;19;68;9;19;17;22;7;0;43;21;2;10;5;104;14;9;0;1;10;3;1;2;2;4;5;0;22;2;0;22;10;2;1;8;2;0;3;2;4;1;0;18;14;6;11;6;38;8;0;0;7;1;0;0;0;11;0;0;0;0;0;0;0;0;17502;0;5744;480;445;479;223;16;244;109;38;79;85;78;40;137;27;35;69;48;24;0;108;76;2;53;20;342;40;26;0;2;13;12;1;2;23;7;30;0;50;14;0;47;41;9;2;9;5;0;7;9;8;4;0;153;110;20;15;12;429;16;0;0;31;2;0;0;0;11;0;0;0;0;0;0;0;0;12188;27663
2010;3;0;Rest Schweiz;99;7735957;1162647;3056593;627494;1794819;4741;249547;129534;1975974;535153;0;181549;55174;41268;14269;63246;3002;23277;18697;3673;4962;10893;4556;4266;15843;3787;3873;2850;5563;887;286;4807;2256;566;1175;243;39324;6902;3544;795;2147;1530;768;1368;1852;3227;4627;4894;0;10174;3132;0;12218;4900;3311;1091;5147;1246;501;3860;2016;4318;1794;0;1034;2462;13515;1134;824;3827;2112;301;217;3661;724;401;412;468;748;0;0;0;0;0;0;0;0;1261774;0;589778;136938;91461;36015;190536;7846;74757;74182;11050;13504;36155;12964;11418;35231;9903;10439;7156;14206;1684;758;17723;5669;1451;3022;572;99847;17900;10309;2245;6427;4792;2633;4142;5514;9160;12384;12963;0;20899;8143;0;23743;15776;7421;2669;8041;3086;1332;8817;3403;7306;5281;0;2510;7143;44657;3301;2258;11420;6352;1017;643;9273;1805;1126;1582;1223;1858;0;0;0;0;0;0;0;0;1162647;3056593
2010;3;1;Heidiland;99;13237;1661;3230;746;1594;15;427;220;2406;915;0;574;19;22;29;5;0;7;4;4;5;1;2;5;2;14;3;0;0;10;0;2;0;0;2;0;6;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;4;0;1;0;0;0;1;0;0;0;2;1;6;1;2;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1636;0;1182;24;45;53;7;0;9;5;4;9;3;4;11;5;103;13;0;0;10;0;6;0;0;2;0;13;6;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;10;0;7;0;0;0;2;0;0;0;2;6;13;1;6;21;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1661;3230
2010;3;4;Zürichsee;99;129146;21916;41571;10266;21550;112;4166;2461;32190;11650;0;5102;529;602;631;558;40;351;178;53;74;80;21;43;132;33;32;25;270;22;3;60;96;3;16;0;340;27;27;9;15;2;6;6;18;9;61;41;0;29;18;0;83;117;17;9;7;8;1;22;8;18;7;0;21;41;158;20;18;51;4;0;0;17;1;5;0;50;21;0;0;0;0;0;0;0;0;20021;0;10266;1126;1093;1229;1087;76;782;310;93;149;142;37;140;295;50;67;71;412;40;10;136;222;5;36;0;1019;144;103;36;83;16;17;19;65;9;119;271;0;106;44;0;215;178;44;12;14;35;10;56;21;25;10;0;71;122;367;69;37;180;12;0;0;46;1;24;0;52;24;0;0;0;0;0;0;0;0;21916;41571
2010;4;0;Rest Schweiz;8;56790;3633;8546;505;1392;63;1893;891;4906;3128;0;324;24;28;30;24;0;12;4;0;9;1;0;0;6;5;0;0;6;2;0;2;0;0;1;0;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;5;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7154;0;911;35;105;99;66;0;26;10;0;9;1;0;0;9;15;0;0;10;2;0;2;0;0;21;0;6;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;38;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3633;8546
2010;4;0;Rest Schweiz;14;37680;4954;8162;2620;4493;36;1256;657;5754;2334;0;1049;143;279;134;234;6;131;43;2;21;13;13;23;32;3;6;1;30;8;0;37;10;2;4;0;149;8;6;0;11;1;0;0;12;16;25;5;0;15;1;0;45;2;0;4;8;3;0;2;1;12;0;0;0;5;16;0;4;9;13;0;2;9;2;0;0;0;10;0;0;0;0;0;0;0;0;3669;0;1783;233;392;214;432;18;222;66;5;31;19;18;36;54;6;11;1;37;8;0;67;22;2;4;0;410;16;8;0;18;2;1;0;16;16;30;7;0;54;2;0;73;4;0;4;12;9;0;2;1;12;0;0;0;5;34;0;8;10;24;0;4;18;2;0;0;0;10;0;0;0;0;0;0;0;0;4954;8162
2010;4;0;Rest Schweiz;15;56340;5410;11942;1188;3047;72;1878;1074;8360;4222;0;753;42;48;46;21;9;37;10;1;3;7;5;4;15;3;0;2;7;4;0;11;32;0;2;0;32;4;0;0;4;24;0;1;1;0;4;4;0;2;0;0;3;0;0;0;2;0;1;0;0;4;0;0;1;2;1;3;2;19;6;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;8895;0;1661;173;83;164;68;22;70;15;2;8;17;5;6;38;13;0;6;22;14;0;33;64;0;4;0;225;16;0;0;4;67;0;4;2;0;42;4;0;4;0;0;3;0;0;0;5;0;4;0;0;45;0;0;2;4;1;8;2;40;18;0;0;57;0;0;2;0;0;0;0;0;0;0;0;0;0;5410;11942
2010;4;0;Rest Schweiz;16;72720;4065;9330;494;982;49;2424;683;5649;3571;0;276;25;24;12;10;0;6;0;0;2;6;0;0;7;0;0;0;37;4;0;0;11;0;0;0;35;3;0;0;0;2;0;0;5;0;0;0;0;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;8348;0;541;76;36;28;32;0;29;0;0;2;6;0;0;24;0;0;0;53;4;0;0;26;0;0;0;50;6;0;0;0;8;0;0;19;0;0;0;0;15;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4065;9330
2010;4;0;Rest Schweiz;17;22590;2223;5331;1200;3156;31;753;438;4257;1023;0;627;54;37;105;25;2;18;14;2;9;8;0;0;11;0;2;8;17;11;0;5;6;3;2;1;49;2;5;1;10;0;2;3;4;1;0;19;0;13;6;0;21;4;0;3;0;1;0;6;5;0;0;0;1;2;3;1;52;12;1;0;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;2175;0;1640;103;93;205;64;5;28;34;2;17;44;0;0;27;0;3;14;49;13;0;8;49;20;4;3;101;3;32;10;42;0;6;4;9;2;0;73;0;43;32;0;101;23;0;13;0;1;0;109;8;0;0;0;1;8;8;3;54;21;4;0;0;11;0;0;4;0;5;0;0;0;0;0;0;0;0;2223;5331
2010;4;1;Heidiland;17;124650;8715;29005;3076;12355;82;4155;1907;16876;5639;0;1624;81;205;101;44;0;418;125;5;8;8;6;7;24;0;3;6;9;18;0;8;31;0;3;0;40;12;2;4;1;9;2;9;2;3;23;6;0;22;4;0;2;17;2;0;0;0;0;0;0;3;2;0;2;0;137;0;3;10;5;0;0;2;3;2;4;3;6;0;0;0;0;0;0;0;0;16650;0;6885;230;568;291;153;0;1491;727;18;22;41;14;32;75;84;7;12;24;72;0;12;217;0;15;0;146;51;2;22;2;9;6;17;8;5;96;40;0;32;4;0;26;192;2;0;0;0;0;0;0;18;6;0;6;0;583;0;15;28;12;0;0;12;4;2;9;4;6;0;0;0;0;0;0;0;0;8715;29005
2010;4;2;St.Gallen-Bodensee;17;91980;14640;25675;5582;11296;87;3066;1795;18854;9058;0;3040;271;343;358;156;16;117;42;13;47;33;21;35;66;21;18;29;91;11;8;49;13;0;13;2;224;34;16;2;14;21;0;7;6;31;22;11;0;31;19;0;8;3;2;6;8;2;0;7;26;8;3;0;9;46;38;11;26;58;5;3;0;13;7;7;2;0;33;0;0;0;0;0;0;0;0;14379;0;6183;485;612;713;305;19;222;69;25;68;57;29;44;121;69;33;50;202;16;18;90;76;0;17;4;528;103;46;2;38;71;0;31;11;44;44;23;0;61;20;0;46;6;3;6;20;2;0;12;26;15;5;0;15;117;102;17;48;127;9;9;0;20;7;74;2;0;59;0;0;0;0;0;0;0;0;14640;25675
2010;4;3;Toggenburg;17;58080;3057;7337;721;2328;59;1936;1002;4886;2336;0;531;25;34;36;2;0;34;4;0;0;0;0;0;14;0;2;1;3;5;0;4;0;0;0;0;4;1;4;0;0;0;0;0;1;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5009;0;1793;56;88;90;2;0;86;26;0;0;0;0;12;32;0;2;2;3;76;0;8;0;0;0;0;4;1;16;0;0;0;0;0;1;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3057;7337
2010;4;4;Zürichsee;17;23550;2754;5948;1291;2532;32;785;449;4681;1463;0;718;79;47;71;34;0;25;25;6;9;10;2;7;14;9;2;19;11;3;0;12;6;2;5;0;39;7;11;1;2;3;1;1;1;0;11;12;0;10;0;0;10;6;4;0;2;0;0;1;0;1;0;0;4;5;10;7;8;8;1;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3416;0;1187;135;80;109;95;0;58;36;14;14;12;2;7;42;35;2;95;18;21;0;24;13;2;5;0;130;42;39;2;15;25;1;1;3;0;13;42;0;26;0;0;57;7;6;0;6;0;0;2;0;1;0;0;17;11;22;14;15;19;1;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2754;5948
2010;4;0;Rest Schweiz;20;109170;15077;31090;5538;11082;131;3639;2070;22667;9539;0;3677;262;267;301;151;8;154;51;17;10;16;10;40;53;21;11;17;23;17;2;30;20;3;9;1;67;12;16;0;9;3;3;0;5;4;27;7;0;11;7;0;14;9;2;1;10;5;1;4;2;1;1;0;17;10;29;9;18;32;5;0;0;16;0;2;1;4;3;0;0;0;0;0;0;0;0;20008;0;7153;404;449;550;315;13;224;87;47;11;35;17;64;103;44;35;73;25;32;5;55;157;3;20;7;152;18;87;0;19;7;4;58;10;16;53;39;0;25;9;0;48;23;4;3;16;23;8;15;5;2;4;0;41;86;73;21;35;179;17;0;0;40;0;2;5;4;3;0;0;0;0;0;0;0;0;15077;31090
2010;4;0;Rest Schweiz;99;7476240;985789;2211134;531986;1279788;4728;249208;129372;1437566;453803;0;133635;50079;36861;10818;47697;1782;18845;20756;2636;3172;5724;2378;2689;13292;2984;3297;2790;4784;717;295;3384;1991;250;1034;249;34606;6242;5164;796;2183;1252;706;1091;1299;2465;3367;11101;0;9208;2607;0;16834;5312;2413;1129;6448;1427;1015;2145;2861;10296;1606;0;805;1741;9238;751;1027;2914;1324;158;182;5553;844;365;305;261;806;0;0;0;0;0;0;0;0;931346;0;373659;97177;69248;22014;127770;4123;37889;77505;7873;7361;13815;5532;6345;28092;7893;8301;6283;12132;1348;689;8916;4714;627;2708;548;79415;14044;12431;1998;6239;3336;2491;3370;3739;7368;7616;25639;0;15338;5903;0;24633;16874;4056;2180;9469;3189;2475;4676;4493;16140;4160;0;1802;5160;24365;1911;1817;7152;3881;821;465;12353;1973;821;857;652;1924;0;0;0;0;0;0;0;0;985789;2211134
2010;4;1;Heidiland;99;12450;1386;2666;377;815;14;415;214;1913;1009;0;267;9;13;8;10;0;4;3;1;6;0;9;4;0;1;0;0;0;7;0;4;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;3;0;0;3;0;0;0;0;0;0;0;4;1;0;0;0;2;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;1851;0;520;9;13;12;22;0;9;7;1;6;0;9;4;0;91;0;0;0;29;0;4;0;0;0;0;7;21;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;3;0;0;9;0;0;0;0;0;0;0;4;2;0;0;0;2;0;0;0;5;0;0;0;0;18;0;0;0;0;0;0;0;0;1386;2666
2010;4;4;Zürichsee;99;125760;22332;40905;11197;22126;112;4192;2474;29692;11135;0;5512;435;572;1023;405;12;269;174;34;35;118;26;48;102;71;27;42;186;15;1;423;99;8;15;3;420;47;52;19;6;12;5;4;13;9;50;41;0;27;15;0;459;12;17;6;11;2;6;14;0;7;5;0;15;38;75;36;12;37;12;1;0;27;1;8;3;4;14;0;0;0;0;0;0;0;0;18779;0;11172;753;1028;1616;957;20;750;304;68;52;243;49;89;261;122;71;111;271;23;2;511;176;21;33;9;1028;130;103;48;13;32;10;10;100;11;127;157;0;62;61;0;589;43;62;56;25;4;20;55;0;11;24;0;49;96;147;80;32;100;29;1;0;52;3;12;10;5;17;0;0;0;0;0;0;0;0;22332;40905
2010;5;0;Rest Schweiz;8;57009;5087;10638;814;2228;62;1839;853;6412;4273;0;515;26;43;54;11;0;45;8;3;1;3;0;0;6;13;3;0;19;0;0;0;2;0;0;0;25;2;0;0;0;7;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;10;0;11;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8410;0;1187;45;84;92;26;0;230;11;6;1;6;0;0;12;332;17;0;33;0;0;0;4;0;0;0;55;2;0;0;0;35;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;20;0;22;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5087;10638
2010;5;0;Rest Schweiz;14;38936;7973;12191;3832;6257;36;1256;657;8162;4141;0;1855;134;225;153;316;18;235;35;8;25;47;4;54;50;14;13;19;5;5;0;23;18;0;0;4;209;24;13;0;10;2;2;1;1;2;43;37;0;35;3;0;39;5;2;0;4;9;0;9;1;11;2;0;4;5;17;8;2;16;6;0;0;24;7;0;4;0;15;0;0;0;0;0;0;0;0;5934;0;2621;196;302;269;558;58;434;61;17;39;143;7;100;87;29;17;37;15;10;0;44;37;0;0;4;466;54;14;0;19;8;8;1;1;4;61;70;0;48;5;0;69;5;2;0;7;11;0;28;1;51;2;0;4;8;70;19;3;31;6;0;0;52;10;0;4;0;30;0;0;0;0;0;0;0;0;7973;12191
